Brand,Price,Rating,Rating_Count,Best_Seller_Rank_Home_Improvement,Best_Seller_Rank_Home_Security,Product_Title,Product_URL
QAWACHH,2563.0,0.0,139,42516100,266.0,"QAWACHH Bluetooth Smart Sensor Electronic Fingerprint Lock,Heavy Gauge (Large)",https://amazon.in/QAWACHH-Electronic-Alarm-Security-Colour/dp/B07GYV1FSD/ref=sr_1_68?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-68
Golens,9960.0,0.0,84,12370100,87.0,Golens X46 Smart Lock Digital Door Lock 6-Way Unlocking | Fingerprint | Pincode| RFID Access Card | Mobile App | Mechanical Key | OTP Access (2 Year Warranty),https://amazon.in/sspa/click?ie=UTF8&spc=MTo3ODA4NjA0MTM5ODAzMzY6MTczMDA5MjY1MTpzcF9tdGY6MzAwMzM2Nzc5NzU1MDMyOjowOjo&url=%2FGolens-X46-Fingerprint-Mechanical-Automatic%2Fdp%2FB0CL8HGBN9%2Fref%3Dsr_1_72_sspa%3Fcrid%3D3MNJ4J5A0A3FY%26dib%3DeyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ%26dib_tag%3Dse%26keywords%3Dsmart%2Block%26qid%3D1730092651%26sprefix%3Dsmart%2Block%252Caps%252C209%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Golens,21999.0,0.0,4,30082100,197.0,"Golens Alloy Steel X10 Luxury Smart Door Lock,Digital Door Lock 3D Face Recognition,On Mobile App Unlock&Audio Video Intercom,Wi-Fi Unlock,Fingerprint,Rfid Card,Pin,Manual Keys(2Year Warranty),Black",https://amazon.in/Golens-X10-Recognition-Fingerprint-Technology/dp/B0CBNLQ16Y/ref=sr_1_73?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-73
BioEnable,3390.0,0.0,86,35073100,248.0,BioEnable Stainless Steel L500 Smart Door Lock | Bluetooth & Fingerprint Unlock | Scramble Pin Code | Mechanical Key | Long Battery Life | Reverse Lock Function | Open Mode Free Access | Black,https://amazon.in/BioEnable-L500-Bluetooth-Fingerprint-Mechanical/dp/B0BM9WMGGQ/ref=sr_1_74?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-74
Golens,23880.0,0.0,116,1017100,4.0,"Golens Zinc X13 Premium Smart Lock Digital Door Lock 8 Ways To Unlock Video Intercom,Calling 3D Face Recognition, Camera & Wi-Fi App, Fingerprint, Rfid Card, Pin, Manual Key (2 Years Warranty), Black",https://amazon.in/Golens-X13-Recognition-Fingerprint-Rechargeable/dp/B0BSNXGGYF/ref=sr_1_75?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-75
MX,1099.0,0.0,14,33892100,221.0,"MX Stainless Steel Electronic Door Lock with Biometric Support (White, Standard Size)",https://amazon.in/ACL-8E-Electronic-Door-Biometric-Support/dp/B06VTB89G1/ref=sr_1_76?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-76
Escozor,12899.0,4.3,0,359939100,1369.0,"Escozor® EMM01 Smart Digital Pushpull Fingerprint Lock for Main Door,Safety Door with Fingerprint,Password,Smart Card,Mechanical Keys & WiFi Smart Life Mobile App Control(35mm to 70mm Door Thickness)",https://amazon.in/Escozor%C2%AE-EMM01-Fingerprint-Mechanical-Thickness/dp/B0DHGNVMNN/ref=sr_1_77?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-77
Escozor,1749.0,0.0,2,30291100,200.0,"Escozor® DFL06 Metal Body Fingerprint Drawer Lock,Smart Biometric Cabinet Lock,Safety Electric,Drawer Wardrobe Lock,Furniture Privacy Lock(20 Fingerprints stored & Each Lock Different EKey)",https://amazon.in/DFL06-Fingerprint-Biometric-Furniture-Fingerprints/dp/B0CRZGXVHK/ref=sr_1_78?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-78
Yale,26088.0,0.0,4,43272100,270.0,"Yale YDR 414 Smart Rim Lock with Biometric, Pin & Mechanical Key Access, Color- Black(Free Installation)",https://amazon.in/Yale-YDR414-Biometric-Fingerprint-12-Pieces/dp/B07CH52FFQ/ref=sr_1_79?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-79
Golens,599.0,0.0,0,33634100,217.0,"Golens Smart Door Lock IC Card, RFID Card Smart Door Lock Key, 13.56Mhz RFID Card can add Smart Card keyless Entry Smart Card (Pack of 2)",https://amazon.in/Golens-Smart-Card-13-56Mhz-keyless/dp/B0DFWHDW2L/ref=sr_1_80?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-80
Escozor,2149.0,0.0,9,28185100,187.0,"Escozor® Smart Furniture Digital Keyless Lock for Home (Fingerprint Lock with Mobile App Control), Polished Finish (Black)",https://amazon.in/Escozor-Fingerprint-Control-Furniture-Polished/dp/B0BHSFRZW1/ref=sr_1_81?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-81
Ozone,3809.0,0.0,49,18566100,124239.0,Ozone OZFL-55-F Fingerprint Access Automatic Locking System Smart Digital Furniture Lock (Antique Bronze),https://amazon.in/Ozone-OZFL-55-F-Fingerprint-Automatic-Furniture/dp/B0BP2N5MCZ/ref=sr_1_82?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-82
Geek,5499.0,0.0,49,44532100,276.0,"Geek Smart Lock A270, Smart Digital Door Lock with Wi-Fi connectivity,5-in-1 Remote Unlocking Using Mobile App, Biometric Fingerprint Access, RFID Card, Passcode & OTP (Black)",https://amazon.in/Geek-A270-connectivity-Unlocking-Fingerprint/dp/B0CGVLPGZC/ref=sr_1_83?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-83
Foora,3489.0,3.8,177,10670100,144.0,Foora Bio-46 Smart Lock Fingerprint Biometric Pad Lock 10 Fingerprint User with 2 Admin Waterproof (Silver Finish) (Fingerprint Biometric Padlock),https://amazon.in/Foora-Fingerprint-Biometric-Waterproof-Padlock/dp/B09TXMBPZ4/ref=sr_1_84?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-84
DELTA,10990.0,0.0,2,26290100,174.0,DELTA A1 PRO Digital Smart Door Lock | Fingerprint | WiFi |Mobile App|OTP| PIN |RFID Card |Manual Key Access | for Wooden Doors (WiFi inbuilt) |3 Years Warranty,https://amazon.in/DELTA-Digital-Fingerprint-inbuilt-Warranty/dp/B0D983R6WJ/ref=sr_1_85?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-85
Escozor,2249.0,3.9,1,34056100,223.0,"Escozor® DFL03 with ES29 Concealed Metal Body Fingerprint Drawer Lock,Smart Biometric(20 Fingerprints stored & Each Lock Different EKey)(Can be Install in Sliding/Openable Wardrobe/Drawer/Cabinet)",https://amazon.in/DFL03-ES29-Concealed-Fingerprint-Fingerprints/dp/B0DBVN42YY/ref=sr_1_86?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-86
SAI INDER KALA,0.0,0.0,0,0,0.0,SIK Tuya Fingerprint Lock Indoor Electronic Lock Smart Fingerprint Password Card Mechanical Key Touchscreen Keypad Door Lock for Home Hotel Office Door,https://amazon.in/Fingerprint-Electronic-Password-Mechanical-Touchscreen/dp/B0DKNN5HLL/ref=sr_1_87?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-87
Golens,11499.0,0.0,53,38796100,247.0,"Golens Aluminium X2 Smart Door Lock With 7-Way Unlocking|Fingerprint|Pincode|Rfid Card|Mobile App|Mechanical Key|Otp Access|Automatic Lock Keyless Entry Digital Lock,Black",https://amazon.in/Golens-X2-Digital-Remote-Fingerprint/dp/B0BCYR2P52/ref=sr_1_88?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-88
Nexmot,5949.0,4.2,2,101686100,522.0,"NEXMOT Ultra Smart Lock for Main Door with Fingerprint, Bluetooth, Mobile App, OTP, PIN, RFID Card and Manual Key Access for Wooden Doors (NX Ultra Black) (Bluetooth)",https://amazon.in/NEXMOT-Ultra-Fingerprint-Bluetooth-NX/dp/B0CZXKTNYL/ref=sr_1_89?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-89
LAVNA,3990.0,0.0,20,47014100,284.0,LAVNA Hotel Door Lock with RFID Card & Manual Key Access for Hotel | Resort | PG Room Doors (LH400) (Black),https://amazon.in/LAVNA-Unlock-Commercial-Residential-Outdoor/dp/B09Z64YQBM/ref=sr_1_90?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-90
AUTOMATEX,4200.0,0.0,0,0,0.0,AUTOMATEX Smart Door Lock with Fingerprint & Number Lock | Digital Lock and Unlock System for Home & Office,https://amazon.in/AUTOMATEX-Fingerprint-Number-Digital-Unlock/dp/B0DD47ZFX8/ref=sr_1_91?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-91
AUTOMATEX,2245.0,3.9,0,0,0.0,"AUTOMATEX Hidden Smart Digital Lock Specially Designed for Wardrobe, Cabinet or Drawer with Lock",https://amazon.in/AUTOMATEX-Digital-Specially-Designed-Wardrobe/dp/B0DD45Z62H/ref=sr_1_92?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-92
Escozor,6499.0,0.0,0,99337100,509.0,"Escozor® H201 Smart Digital Keyless Fingerprint Lock for Main,Safety,Bedroom & Office Door with Password,Smart Card,Mechanical Keys & WiFi Smart Life Mobile App Control(35mm to 70mm Door Thickness)",https://amazon.in/Escozor%C2%AE-H201-Fingerprint-Mechanical-Thickness/dp/B0DCPXNTWV/ref=sr_1_93?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.V41E60HIeMlXlrriEaVrNpHHci2K6Nmm9DBcTJmSsWiTC3OFu5_DYLc7Mlu9JaXT_zO8TGFBjgXLWCqkhFBI3OgU1Jk-gdtzYib19xiTVgDxSyyvhFhU7G5H2BsKU-ZsSrpTJLW8v3HTcj1W8kuHUMllz-pAea898DO-l-Y26OdDBb9Peb86e8rKDw56SSEcU4v19lbg5Pb5Lz4Ufi2_Lnz5xFomqjqEfsoSUvXA5JhGgxXD1qHNZkkzaZeaO1Y7TrHrOqUbNqXD6Y9A4OWnXkKcMyJxb3UxupRWVs-KPts.Ct-B511gQV0pcdR6WE1HINauhKwkInDEfS_4uhGmFgQ&dib_tag=se&keywords=smart+lock&qid=1730092651&sprefix=smart+lock%2Caps%2C209&sr=8-93
